path,label
./data/meow\-3qVzrEZ8l0_30_55.wav,0
./data/meow\-3qVzrEZ8l0_30_56.wav,0
./data/meow\-3qVzrEZ8l0_30_59.wav,0
./data/meow\-3qVzrEZ8l0_30_61.wav,0
./data/meow\-3qVzrEZ8l0_30_63.wav,0
./data/meow\-3qVzrEZ8l0_30_7.wav,0
./data/meow\-3qVzrEZ8l0_30_87.wav,0
./data/meow\-3qVzrEZ8l0_30_9.wav,0
./data/meow\-3qVzrEZ8l0_30_91.wav,0
./data/meow\-3qVzrEZ8l0_30_92.wav,0
./data/meow\-3qVzrEZ8l0_30_93.wav,0
./data/meow\-3qVzrEZ8l0_30_99.wav,0
./data/meow\-46xqouqMxA_6_0.wav,1
./data/meow\-46xqouqMxA_6_1.wav,1
./data/meow\-46xqouqMxA_6_4.wav,1
./data/meow\-46xqouqMxA_6_5.wav,1
./data/meow\-46xqouqMxA_6_6.wav,1
./data/meow\-46xqouqMxA_6_7.wav,1
./data/meow\-4o0jRbgHr4_30_10.wav,0
./data/meow\-4o0jRbgHr4_30_110.wav,1
./data/meow\-4o0jRbgHr4_30_129.wav,0
./data/meow\-4o0jRbgHr4_30_130.wav,0
./data/meow\-4o0jRbgHr4_30_141.wav,0
./data/meow\-4o0jRbgHr4_30_199.wav,0
./data/meow\-4o0jRbgHr4_30_5.wav,0
./data/meow\-4o0jRbgHr4_30_55.wav,1
./data/meow\-4o0jRbgHr4_30_75.wav,0
./data/meow\-4o0jRbgHr4_30_9.wav,0
./data/meow\-4o0jRbgHr4_30_94.wav,0
./data/meow\-4sst_mzg2w_23_10.wav,0
./data/meow\-4sst_mzg2w_23_19.wav,0
./data/meow\-4sst_mzg2w_23_21.wav,0
./data/meow\-4sst_mzg2w_23_22.wav,0
./data/meow\-4sst_mzg2w_23_4.wav,0
./data/meow\-4sst_mzg2w_23_5.wav,0
./data/meow\-4sst_mzg2w_23_7.wav,0
./data/meow\-55UGnqZsOo_8_1.wav,0
./data/meow\-55UGnqZsOo_8_3.wav,1
./data/meow\-55UGnqZsOo_8_4.wav,0
./data/meow\-55UGnqZsOo_8_5.wav,0
./data/meow\-5q8Wh2H8fw_22_1.wav,0
./data/meow\-5q8Wh2H8fw_22_12.wav,0
./data/meow\-5q8Wh2H8fw_22_13.wav,0
./data/meow\-5q8Wh2H8fw_22_14.wav,0
./data/meow\-5q8Wh2H8fw_22_20.wav,0
./data/meow\-68677bCJWM_16_0.wav,0
./data/meow\-68677bCJWM_16_10.wav,0
./data/meow\-68677bCJWM_16_16.wav,0
./data/meow\-68677bCJWM_16_17.wav,1
./data/meow\-68677bCJWM_16_2.wav,0
./data/meow\-68677bCJWM_16_5.wav,0
./data/meow\-7GD82GxQzw_30_0.wav,0
./data/meow\-7GD82GxQzw_30_10.wav,0
./data/meow\-7GD82GxQzw_30_103.wav,0
./data/meow\-7GD82GxQzw_30_106.wav,0
./data/meow\-7GD82GxQzw_30_107.wav,0
./data/meow\-7GD82GxQzw_30_109.wav,0
./data/meow\-7GD82GxQzw_30_110.wav,0
./data/meow\-7GD82GxQzw_30_116.wav,0
./data/meow\-7GD82GxQzw_30_119.wav,0
./data/meow\-7GD82GxQzw_30_13.wav,0
./data/meow\-7GD82GxQzw_30_136.wav,0
./data/meow\-7GD82GxQzw_30_148.wav,0
./data/meow\-7GD82GxQzw_30_154.wav,0
./data/meow\-7GD82GxQzw_30_155.wav,0
./data/meow\-7GD82GxQzw_30_160.wav,0
./data/meow\-7GD82GxQzw_30_161.wav,0
./data/meow\-7GD82GxQzw_30_165.wav,0
./data/meow\-7GD82GxQzw_30_166.wav,0
./data/meow\-7GD82GxQzw_30_178.wav,0
./data/meow\-7GD82GxQzw_30_180.wav,0
./data/meow\-7GD82GxQzw_30_182.wav,0
./data/meow\-7GD82GxQzw_30_184.wav,1
./data/meow\-7GD82GxQzw_30_186.wav,1
./data/meow\-7GD82GxQzw_30_190.wav,0
./data/meow\-7GD82GxQzw_30_199.wav,0
./data/meow\-7GD82GxQzw_30_205.wav,0
./data/meow\-7GD82GxQzw_30_206.wav,0
./data/meow\-7GD82GxQzw_30_207.wav,0
./data/meow\-7GD82GxQzw_30_209.wav,0
./data/meow\-7GD82GxQzw_30_215.wav,0
./data/meow\-7GD82GxQzw_30_223.wav,0
./data/meow\-7GD82GxQzw_30_224.wav,0
./data/meow\-7GD82GxQzw_30_226.wav,0
./data/meow\-7GD82GxQzw_30_228.wav,0
./data/meow\-7GD82GxQzw_30_231.wav,0
./data/meow\-7GD82GxQzw_30_235.wav,0
./data/meow\-7GD82GxQzw_30_236.wav,0
./data/meow\-7GD82GxQzw_30_238.wav,0
./data/meow\-7GD82GxQzw_30_239.wav,0
./data/meow\-7GD82GxQzw_30_242.wav,0
./data/meow\-7GD82GxQzw_30_256.wav,0
./data/meow\-7GD82GxQzw_30_265.wav,1
./data/meow\-7GD82GxQzw_30_266.wav,0
./data/meow\-7GD82GxQzw_30_267.wav,1
./data/meow\-7GD82GxQzw_30_274.wav,0
./data/meow\-7GD82GxQzw_30_275.wav,0
./data/meow\-7GD82GxQzw_30_283.wav,0
./data/meow\-7GD82GxQzw_30_291.wav,0
./data/meow\-7GD82GxQzw_30_293.wav,0
./data/meow\-7GD82GxQzw_30_295.wav,0
./data/meow\-7GD82GxQzw_30_3.wav,0
./data/meow\-7GD82GxQzw_30_305.wav,0
./data/meow\-7GD82GxQzw_30_306.wav,0
./data/meow\-7GD82GxQzw_30_43.wav,0
./data/meow\-7GD82GxQzw_30_5.wav,0
./data/meow\-7GD82GxQzw_30_53.wav,0
./data/meow\-7GD82GxQzw_30_54.wav,0
./data/meow\-7GD82GxQzw_30_60.wav,0
./data/meow\-7GD82GxQzw_30_61.wav,0
./data/meow\-7GD82GxQzw_30_63.wav,0
./data/meow\-7GD82GxQzw_30_64.wav,0
./data/meow\-7GD82GxQzw_30_67.wav,0
./data/meow\-7GD82GxQzw_30_75.wav,0
./data/meow\-7GD82GxQzw_30_95.wav,0
./data/meow\-7GD82GxQzw_30_97.wav,0
./data/meow\-7SNH8SUM0I_30_0.wav,0
./data/meow\-7SNH8SUM0I_30_1.wav,0
./data/meow\-7SNH8SUM0I_30_11.wav,0
./data/meow\-7SNH8SUM0I_30_14.wav,0
./data/meow\-7SNH8SUM0I_30_15.wav,0
./data/meow\-7SNH8SUM0I_30_2.wav,0
./data/meow\-7SNH8SUM0I_30_20.wav,0
./data/meow\-7SNH8SUM0I_30_21.wav,0
./data/meow\-7SNH8SUM0I_30_23.wav,0
./data/meow\-7SNH8SUM0I_30_26.wav,0
./data/meow\-7SNH8SUM0I_30_3.wav,0
./data/meow\-7SNH8SUM0I_30_34.wav,0
./data/meow\-7SNH8SUM0I_30_36.wav,0
./data/meow\-7SNH8SUM0I_30_39.wav,0
./data/meow\-7SNH8SUM0I_30_42.wav,0
./data/meow\-7SNH8SUM0I_30_47.wav,0
./data/meow\-7SNH8SUM0I_30_49.wav,0
./data/meow\-7SNH8SUM0I_30_6.wav,0
./data/meow\-7SNH8SUM0I_30_60.wav,1
./data/meow\-7SNH8SUM0I_30_62.wav,0
./data/meow\-7SNH8SUM0I_30_7.wav,0
./data/meow\-7x3M4faMEs_0_4.wav,0
./data/meow\-7x3M4faMEs_0_6.wav,0
./data/meow\-AGOo7oqPgI_8_5.wav,0
./data/meow\-AGOo7oqPgI_8_6.wav,0
./data/meow\-AGOo7oqPgI_8_8.wav,0
./data/meow\-b3inaM8l70_20_10.wav,0
./data/meow\-b3inaM8l70_20_7.wav,0
./data/meow\-b3inaM8l70_20_9.wav,0
./data/meow\-Bnctvh_6uc_18_0.wav,0
./data/meow\-Bnctvh_6uc_18_2.wav,0
./data/meow\-c0wTRgYfSI_30_11.wav,0
./data/meow\-c0wTRgYfSI_30_149.wav,0
./data/meow\-c0wTRgYfSI_30_2.wav,0
./data/meow\-c0wTRgYfSI_30_205.wav,1
./data/meow\-c0wTRgYfSI_30_22.wav,0
./data/meow\-c0wTRgYfSI_30_223.wav,0
./data/meow\-c0wTRgYfSI_30_262.wav,0
./data/meow\-c0wTRgYfSI_30_270.wav,1
./data/meow\-c0wTRgYfSI_30_271.wav,1
./data/meow\-c0wTRgYfSI_30_272.wav,1
./data/meow\-c0wTRgYfSI_30_36.wav,0
./data/meow\-c0wTRgYfSI_30_84.wav,0
./data/meow\-c0wTRgYfSI_30_87.wav,1
./data/meow\-CeD_iol6Hg_30_0.wav,0
./data/meow\-CeD_iol6Hg_30_1.wav,0
./data/meow\-CeD_iol6Hg_30_101.wav,0
./data/meow\-CeD_iol6Hg_30_102.wav,0
./data/meow\-CeD_iol6Hg_30_103.wav,0
./data/meow\-CeD_iol6Hg_30_105.wav,0
./data/meow\-CeD_iol6Hg_30_106.wav,0
./data/meow\-CeD_iol6Hg_30_11.wav,1
./data/meow\-CeD_iol6Hg_30_110.wav,0
./data/meow\-CeD_iol6Hg_30_111.wav,0
./data/meow\-CeD_iol6Hg_30_113.wav,0
./data/meow\-CeD_iol6Hg_30_115.wav,0
./data/meow\-CeD_iol6Hg_30_119.wav,0
./data/meow\-CeD_iol6Hg_30_120.wav,0
./data/meow\-CeD_iol6Hg_30_123.wav,0
./data/meow\-CeD_iol6Hg_30_126.wav,0
./data/meow\-CeD_iol6Hg_30_130.wav,0
./data/meow\-CeD_iol6Hg_30_132.wav,0
./data/meow\-CeD_iol6Hg_30_133.wav,0
./data/meow\-CeD_iol6Hg_30_134.wav,0
./data/meow\-CeD_iol6Hg_30_137.wav,0
./data/meow\-CeD_iol6Hg_30_139.wav,0
./data/meow\-CeD_iol6Hg_30_142.wav,0
./data/meow\-CeD_iol6Hg_30_143.wav,0
./data/meow\-CeD_iol6Hg_30_145.wav,0
./data/meow\-CeD_iol6Hg_30_147.wav,0
./data/meow\-CeD_iol6Hg_30_149.wav,0
./data/meow\-CeD_iol6Hg_30_150.wav,0
./data/meow\-CeD_iol6Hg_30_151.wav,0
./data/meow\-CeD_iol6Hg_30_152.wav,0
./data/meow\-CeD_iol6Hg_30_153.wav,0
./data/meow\-CeD_iol6Hg_30_155.wav,0
./data/meow\-CeD_iol6Hg_30_161.wav,0
./data/meow\-CeD_iol6Hg_30_164.wav,0
./data/meow\-CeD_iol6Hg_30_166.wav,0
./data/meow\-CeD_iol6Hg_30_167.wav,0
./data/meow\-CeD_iol6Hg_30_169.wav,0
./data/meow\-CeD_iol6Hg_30_17.wav,1
./data/meow\-CeD_iol6Hg_30_172.wav,0
./data/meow\-CeD_iol6Hg_30_177.wav,0
./data/meow\-CeD_iol6Hg_30_179.wav,0
./data/meow\-CeD_iol6Hg_30_18.wav,0
./data/meow\-CeD_iol6Hg_30_182.wav,0
./data/meow\-CeD_iol6Hg_30_185.wav,0
./data/meow\-CeD_iol6Hg_30_186.wav,0
./data/meow\-CeD_iol6Hg_30_187.wav,0
./data/meow\-CeD_iol6Hg_30_19.wav,0
./data/meow\-CeD_iol6Hg_30_20.wav,0
./data/meow\-CeD_iol6Hg_30_22.wav,1
./data/meow\-CeD_iol6Hg_30_29.wav,0
./data/meow\-CeD_iol6Hg_30_35.wav,0
./data/meow\-CeD_iol6Hg_30_41.wav,0
./data/meow\-CeD_iol6Hg_30_43.wav,1
./data/meow\-CeD_iol6Hg_30_49.wav,0
./data/meow\-CeD_iol6Hg_30_54.wav,0
./data/meow\-CeD_iol6Hg_30_58.wav,0
./data/meow\-CeD_iol6Hg_30_6.wav,0
./data/meow\-CeD_iol6Hg_30_62.wav,0
./data/meow\-CeD_iol6Hg_30_65.wav,0
./data/meow\-CeD_iol6Hg_30_67.wav,0
./data/meow\-CeD_iol6Hg_30_69.wav,0
./data/meow\-CeD_iol6Hg_30_7.wav,0
./data/meow\-CeD_iol6Hg_30_74.wav,0
./data/meow\-CeD_iol6Hg_30_76.wav,0
./data/meow\-CeD_iol6Hg_30_77.wav,0
./data/meow\-CeD_iol6Hg_30_78.wav,0
./data/meow\-CeD_iol6Hg_30_80.wav,0
./data/meow\-CeD_iol6Hg_30_81.wav,0
./data/meow\-CeD_iol6Hg_30_83.wav,0
./data/meow\-CeD_iol6Hg_30_86.wav,0
./data/meow\-CeD_iol6Hg_30_87.wav,0
./data/meow\-CeD_iol6Hg_30_89.wav,0
./data/meow\-CeD_iol6Hg_30_9.wav,0
./data/meow\-CeD_iol6Hg_30_98.wav,0
./data/meow\-CeD_iol6Hg_30_99.wav,0
./data/meow\-CzAjJI8PbA_12_12.wav,0
./data/meow\-CzAjJI8PbA_12_20.wav,0
./data/meow\-CzAjJI8PbA_12_21.wav,0
./data/meow\-CzAjJI8PbA_12_3.wav,0
./data/meow\-CzAjJI8PbA_12_31.wav,0
./data/meow\-CzAjJI8PbA_12_7.wav,0
./data/meow\-DnrNt9gBJs_30_29.wav,0
./data/meow\-DnrNt9gBJs_30_37.wav,0
./data/meow\-DnrNt9gBJs_30_42.wav,1
./data/meow\-DnrNt9gBJs_30_46.wav,1
./data/meow\-DnrNt9gBJs_30_49.wav,0
./data/meow\-DnrNt9gBJs_30_52.wav,1
./data/meow\-DnrNt9gBJs_30_53.wav,1
./data/meow\-DnrNt9gBJs_30_57.wav,1
./data/meow\-DnrNt9gBJs_30_58.wav,1
./data/meow\-DnrNt9gBJs_30_62.wav,0
./data/meow\-DnrNt9gBJs_30_65.wav,1
./data/meow\-DnrNt9gBJs_30_68.wav,1
./data/meow\-DnrNt9gBJs_30_81.wav,0
./data/meow\-DnrNt9gBJs_30_82.wav,0
./data/meow\-DnrNt9gBJs_30_83.wav,0
./data/meow\-DnrNt9gBJs_30_97.wav,0
./data/meow\-e1Ek_4-Neo_3_1.wav,0
./data/meow\-e1Ek_4-Neo_3_2.wav,0
./data/meow\-e1Ek_4-Neo_3_24.wav,0
./data/meow\-e1Ek_4-Neo_3_25.wav,0
./data/meow\-e1Ek_4-Neo_3_28.wav,0
./data/meow\-e1Ek_4-Neo_3_29.wav,0
./data/meow\-e1Ek_4-Neo_3_30.wav,0
./data/meow\-e1Ek_4-Neo_3_31.wav,0
./data/meow\-ej17LDVOJc_22_3.wav,0
./data/meow\-ej17LDVOJc_22_9.wav,0
./data/meow\-eqghuU6FRw_11_11.wav,0
./data/meow\-eqghuU6FRw_11_23.wav,1
./data/meow\-eqghuU6FRw_11_24.wav,0
./data/meow\-eqghuU6FRw_11_3.wav,0
./data/meow\-eqghuU6FRw_11_5.wav,0
./data/meow\-eqghuU6FRw_11_6.wav,0
./data/meow\-eqghuU6FRw_11_7.wav,0
./data/meow\-eqghuU6FRw_11_9.wav,0
./data/meow\-Er1JFdO4Hc_1_19.wav,0
./data/meow\-Er1JFdO4Hc_1_2.wav,0
./data/meow\-Er1JFdO4Hc_1_23.wav,0
./data/meow\-Er1JFdO4Hc_1_24.wav,0
./data/meow\-fl-wtFzC44_7_0.wav,0
./data/meow\-fl-wtFzC44_7_15.wav,0
./data/meow\-fl-wtFzC44_7_7.wav,0
./data/meow\-FL784R2DJk_21_10.wav,0
./data/meow\-FL784R2DJk_21_12.wav,0
./data/meow\-FL784R2DJk_21_13.wav,0
./data/meow\-FL784R2DJk_21_3.wav,0
./data/meow\-FL784R2DJk_21_6.wav,0
./data/meow\-FL784R2DJk_21_7.wav,0
./data/meow\-FL784R2DJk_21_9.wav,0
./data/meow\-GERSENU7I4_1_11.wav,0
./data/meow\-GERSENU7I4_1_12.wav,0
./data/meow\-GERSENU7I4_1_13.wav,1
./data/meow\-GERSENU7I4_1_34.wav,0
./data/meow\-GERSENU7I4_1_35.wav,0
./data/meow\-hbIQRl_Z58_30_13.wav,0
./data/meow\-hbIQRl_Z58_30_15.wav,0
./data/meow\-hbIQRl_Z58_30_16.wav,0
./data/meow\-hbIQRl_Z58_30_19.wav,0
./data/meow\-hbIQRl_Z58_30_37.wav,0
./data/meow\-hbIQRl_Z58_30_46.wav,0
./data/meow\-hbIQRl_Z58_30_58.wav,0
./data/meow\-hbIQRl_Z58_30_61.wav,0
./data/meow\-hbIQRl_Z58_30_70.wav,0
./data/meow\-hbIQRl_Z58_30_73.wav,0
./data/meow\-hbIQRl_Z58_30_79.wav,0
./data/meow\-hbIQRl_Z58_30_82.wav,0
./data/meow\-hbIQRl_Z58_30_86.wav,0
./data/meow\-hjLbaGh5ZA_22_2.wav,0
./data/meow\-hjLbaGh5ZA_22_8.wav,1
./data/meow\-HJxeIFmUd0_30_13.wav,0
./data/meow\-HJxeIFmUd0_30_2.wav,0
./data/meow\-HJxeIFmUd0_30_38.wav,0
./data/meow\-HJxeIFmUd0_30_39.wav,0
./data/meow\-HJxeIFmUd0_30_4.wav,0
./data/meow\-HJxeIFmUd0_30_44.wav,0
./data/meow\-HJxeIFmUd0_30_45.wav,0
./data/meow\-HJxeIFmUd0_30_46.wav,0
./data/meow\-HJxeIFmUd0_30_47.wav,0
./data/meow\-HJxeIFmUd0_30_51.wav,0
./data/meow\-HJxeIFmUd0_30_53.wav,0
./data/meow\-HJxeIFmUd0_30_56.wav,0
./data/meow\-HJxeIFmUd0_30_57.wav,0
./data/meow\-HJxeIFmUd0_30_60.wav,0
./data/meow\-HJxeIFmUd0_30_64.wav,0
./data/meow\-HJxeIFmUd0_30_68.wav,0
./data/meow\-Hnh9w9tKHQ_30_108.wav,1
./data/meow\-Hnh9w9tKHQ_30_111.wav,0
./data/meow\-Hnh9w9tKHQ_30_113.wav,0
./data/meow\-Hnh9w9tKHQ_30_117.wav,0
./data/meow\-Hnh9w9tKHQ_30_118.wav,0
./data/meow\-Hnh9w9tKHQ_30_120.wav,1
./data/meow\-Hnh9w9tKHQ_30_126.wav,0
./data/meow\-Hnh9w9tKHQ_30_133.wav,0
./data/meow\-Hnh9w9tKHQ_30_139.wav,0
./data/meow\-Hnh9w9tKHQ_30_141.wav,0
./data/meow\-Hnh9w9tKHQ_30_148.wav,0
./data/meow\-Hnh9w9tKHQ_30_151.wav,0
./data/meow\-Hnh9w9tKHQ_30_153.wav,0
./data/meow\-Hnh9w9tKHQ_30_154.wav,0
./data/meow\-Hnh9w9tKHQ_30_162.wav,1
./data/meow\-Hnh9w9tKHQ_30_18.wav,0
./data/meow\-Hnh9w9tKHQ_30_182.wav,1
./data/meow\-Hnh9w9tKHQ_30_185.wav,1
./data/meow\-Hnh9w9tKHQ_30_193.wav,0
./data/meow\-Hnh9w9tKHQ_30_195.wav,0
./data/meow\-Hnh9w9tKHQ_30_197.wav,0
./data/meow\-Hnh9w9tKHQ_30_200.wav,1
./data/meow\-Hnh9w9tKHQ_30_203.wav,0
./data/meow\-Hnh9w9tKHQ_30_204.wav,1
./data/meow\-Hnh9w9tKHQ_30_205.wav,0
./data/meow\-Hnh9w9tKHQ_30_213.wav,1
./data/meow\-Hnh9w9tKHQ_30_215.wav,0
./data/meow\-Hnh9w9tKHQ_30_219.wav,0
./data/meow\-Hnh9w9tKHQ_30_220.wav,0
./data/meow\-Hnh9w9tKHQ_30_221.wav,1
./data/meow\-Hnh9w9tKHQ_30_226.wav,1
./data/meow\-Hnh9w9tKHQ_30_230.wav,0
./data/meow\-Hnh9w9tKHQ_30_232.wav,1
./data/meow\-Hnh9w9tKHQ_30_234.wav,1
./data/meow\-Hnh9w9tKHQ_30_241.wav,0
./data/meow\-Hnh9w9tKHQ_30_243.wav,0
./data/meow\-Hnh9w9tKHQ_30_254.wav,1
./data/meow\-Hnh9w9tKHQ_30_256.wav,0
./data/meow\-Hnh9w9tKHQ_30_260.wav,0
./data/meow\-Hnh9w9tKHQ_30_264.wav,0
./data/meow\-Hnh9w9tKHQ_30_268.wav,0
./data/meow\-Hnh9w9tKHQ_30_269.wav,1
./data/meow\-Hnh9w9tKHQ_30_27.wav,0
./data/meow\-Hnh9w9tKHQ_30_274.wav,0
./data/meow\-Hnh9w9tKHQ_30_277.wav,1
./data/meow\-Hnh9w9tKHQ_30_279.wav,0
./data/meow\-Hnh9w9tKHQ_30_292.wav,0
./data/meow\-Hnh9w9tKHQ_30_297.wav,0
./data/meow\-Hnh9w9tKHQ_30_3.wav,0
./data/meow\-Hnh9w9tKHQ_30_303.wav,1
./data/meow\-Hnh9w9tKHQ_30_304.wav,0
./data/meow\-Hnh9w9tKHQ_30_309.wav,1
./data/meow\-Hnh9w9tKHQ_30_310.wav,0
./data/meow\-Hnh9w9tKHQ_30_312.wav,0
./data/meow\-Hnh9w9tKHQ_30_313.wav,0
./data/meow\-Hnh9w9tKHQ_30_32.wav,0
./data/meow\-Hnh9w9tKHQ_30_326.wav,1
./data/meow\-Hnh9w9tKHQ_30_327.wav,1
./data/meow\-Hnh9w9tKHQ_30_335.wav,1
./data/meow\-Hnh9w9tKHQ_30_336.wav,0
./data/meow\-Hnh9w9tKHQ_30_337.wav,1
./data/meow\-Hnh9w9tKHQ_30_338.wav,0
./data/meow\-Hnh9w9tKHQ_30_339.wav,1
./data/meow\-Hnh9w9tKHQ_30_34.wav,0
./data/meow\-Hnh9w9tKHQ_30_344.wav,0
./data/meow\-Hnh9w9tKHQ_30_350.wav,0
./data/meow\-Hnh9w9tKHQ_30_352.wav,0
./data/meow\-Hnh9w9tKHQ_30_353.wav,0
./data/meow\-Hnh9w9tKHQ_30_354.wav,0
./data/meow\-Hnh9w9tKHQ_30_360.wav,0
./data/meow\-Hnh9w9tKHQ_30_364.wav,0
./data/meow\-Hnh9w9tKHQ_30_366.wav,0
./data/meow\-Hnh9w9tKHQ_30_372.wav,1
./data/meow\-Hnh9w9tKHQ_30_374.wav,1
./data/meow\-Hnh9w9tKHQ_30_377.wav,1
./data/meow\-Hnh9w9tKHQ_30_378.wav,1
./data/meow\-Hnh9w9tKHQ_30_381.wav,0
./data/meow\-Hnh9w9tKHQ_30_386.wav,0
./data/meow\-Hnh9w9tKHQ_30_393.wav,1
./data/meow\-Hnh9w9tKHQ_30_395.wav,0
./data/meow\-Hnh9w9tKHQ_30_398.wav,0
./data/meow\-Hnh9w9tKHQ_30_45.wav,0
./data/meow\-Hnh9w9tKHQ_30_49.wav,0
./data/meow\-Hnh9w9tKHQ_30_5.wav,0
./data/meow\-Hnh9w9tKHQ_30_50.wav,0
./data/meow\-Hnh9w9tKHQ_30_51.wav,0
./data/meow\-Hnh9w9tKHQ_30_54.wav,0
./data/meow\-Hnh9w9tKHQ_30_59.wav,0
./data/meow\-Hnh9w9tKHQ_30_63.wav,1
./data/meow\-Hnh9w9tKHQ_30_7.wav,0
./data/meow\-Hnh9w9tKHQ_30_72.wav,0
./data/meow\-Hnh9w9tKHQ_30_73.wav,0
./data/meow\-Hnh9w9tKHQ_30_75.wav,0
./data/meow\-Hnh9w9tKHQ_30_77.wav,0
./data/meow\-Hnh9w9tKHQ_30_80.wav,1
./data/meow\-Hnh9w9tKHQ_30_82.wav,0
./data/meow\-Hnh9w9tKHQ_30_83.wav,1
./data/meow\-Hnh9w9tKHQ_30_85.wav,1
./data/meow\-Hnh9w9tKHQ_30_87.wav,1
./data/meow\-Hnh9w9tKHQ_30_93.wav,1
./data/meow\-Hnh9w9tKHQ_30_94.wav,0
./data/meow\-I1upuU0HXs_16_0.wav,0
./data/meow\-I1upuU0HXs_16_2.wav,1
./data/meow\-I2wwE7WFOU_24_2.wav,0
./data/meow\-I2wwE7WFOU_24_4.wav,0
./data/meow\-jg1u8LGYJI_30_28.wav,0
./data/meow\-jg1u8LGYJI_30_41.wav,0
./data/meow\-jg1u8LGYJI_30_44.wav,0
./data/meow\-jg1u8LGYJI_30_48.wav,0
./data/meow\-jg1u8LGYJI_30_50.wav,0
./data/meow\-jg1u8LGYJI_30_60.wav,0
./data/meow\-jg1u8LGYJI_30_61.wav,0
./data/meow\-jg1u8LGYJI_30_70.wav,0
./data/meow\-jg1u8LGYJI_30_75.wav,0
./data/meow\-jg1u8LGYJI_30_78.wav,0
./data/meow\-jg1u8LGYJI_30_79.wav,0
./data/meow\-jg1u8LGYJI_30_80.wav,0
./data/meow\-jihGNo4UkI_7_10.wav,0
./data/meow\-jihGNo4UkI_7_12.wav,1
./data/meow\-jihGNo4UkI_7_13.wav,0
./data/meow\-jihGNo4UkI_7_14.wav,0
./data/meow\-jihGNo4UkI_7_16.wav,0
./data/meow\-jihGNo4UkI_7_17.wav,1
./data/meow\-jihGNo4UkI_7_19.wav,0
./data/meow\-jihGNo4UkI_7_22.wav,0
./data/meow\-jihGNo4UkI_7_3.wav,0
./data/meow\-jihGNo4UkI_7_6.wav,0
./data/meow\-K4YNOAqf9E_30_0.wav,1
./data/meow\-K4YNOAqf9E_30_105.wav,0
